PROP_ID,CITY,PRICE,AREA,PROPERTY_TYPE,FURNISH,FACING,AGE,BEDROOM_NUM,BALCONY_NUM,FLOOR_NUM,LOCALITY_NAME,LUXURY_CATEGORY,PROP_HEADING,DESCRIPTION,PROP_NAME,LATITUDE,LONGITUDE,SOCIETY_NAME
https://99acres.com/HTTPS://99ACRES.COM/R70915032,navi mumbai,415000.0,1089.0,residential land,semifurnished,north-east,under construction,99.0,99.0,low rise,chirle,2,residential land / plot in chirle,our residential plots & commercial plots are available at the most affordable price. the progressive area of jnpt-uran-chirle-chirner will reap the prospects of property in this location. proposed sewri  nhava sheva sea-link (mumbai trans-harbor-link) and navi mumbai international airport boosting the development of these locations and attracting the eye of real estate investors to put money into these revitalizing areas,city prop,18.926491,73.030923,city prop
https://99acres.com/HTTPS://99ACRES.COM/G69813998,navi mumbai,399000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,"nature land, a land estate situated in sanpada in navi mumbvai is a residential and commercial development of nature reality india pvt ltd. it is spanned over a wide area. the project is built with all essential amenities and is in close vicinity to all necessities.",nature land,19.0668056,73.006036,nature land
https://99acres.com/HTTPS://99ACRES.COM/E69406328,navi mumbai,350000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,"kiara exotica is the residential project of kiara developers at uran, navi mumbai.  the project offers residential land.  the land comes under the upcoming new khopta township developed by cidco of navi mumbai, so definitely the new land buyers can get the best returns on the investment in the upcoming years.  the area is connected to mumbai by sewri navasevha harbour link, mumbai to navi mumbai will be connected in 20 mins. virar will be connected to alibaug multimodal corridor.  invest in tomorrow maha mumbai. the location is surrounded by green patches of nature.",kiara exotica,18.87043,72.94542,kiara exotica
https://99acres.com/HTTPS://99ACRES.COM/B70688588,mumbai south west,300000000.0,6210.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,santacruz east,0,residential land / plot in santacruz east,"residential land/plot for sale in santacruz east, mumbai south west, mumbai  a lucrative opportunity is here for those who are planning to buy a land in the prominent areas of mumbai. location: this residential land is located in a quiet, yet convenient neighborhood in the heart of the city.  size: the land is 0.14 acres, which is approximately 6208.52 sq.ft . zoning: the land is zoned for residential use. access: the land is easily accessible by car, bus, and bike. features: the land is flat and level, making it ideal for building a single-family home or a small apartment  facilities like water and electricity is available in the area. other amenities include maintenance staff and water storage. -major banks and atms located within a close radius -hospital and market within close proximity -easy access to public transport  it is a beautifully maintained plot with quiet and green surroundings in a much desired area. the land offers plenty of benefits that includes prime location, great amenities, healthy surroundings and high return. call to action: if you are interested in this property, please contact us today for more information.  we would be happy to show you around and answer any questions you have.",,19.0799983,72.8545019,
https://99acres.com/HTTPS://99ACRES.COM/H70797670,navi mumbai,200000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,"rajeshwari nagar, a plot estate situated in guduvancheri, chennai south is a residential development of sharvika properties. it is spanned over a wide area. the project is built with all essential amenities and is in close vicinity to all necessities.",future land,18.886248547382,72.922262414694,future land
https://99acres.com/HTTPS://99ACRES.COM/A70797666,navi mumbai,400000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,"rajeshwari nagar, a plot estate situated in guduvancheri, chennai south is a residential development of sharvika properties. it is spanned over a wide area. the project is built with all essential amenities and is in close vicinity to all necessities.",future land,18.886248547382,72.922262414694,future land
https://99acres.com/HTTPS://99ACRES.COM/C69849388,navi mumbai,550000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,prime aamhi urankar in uran navi mumbai by prime properties is a residential project.  the project offers plots.,prime aamhi urankar,18.879912,72.9017698,prime aamhi urankar
https://99acres.com/HTTPS://99ACRES.COM/H69849386,navi mumbai,350000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,prime aamhi urankar in uran navi mumbai by prime properties is a residential project.  the project offers plots.,prime aamhi urankar,18.879912,72.9017698,prime aamhi urankar
https://99acres.com/HTTPS://99ACRES.COM/K70552306,navi mumbai,350000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,uran,2,residential land / plot in uran,"landson homes in uran, mumbai navi by landson developers is a residential project.    price starting from rs. 3.50 lakh.    it is a ready to move project.    the project is spread over a total area of 3 acres of land.    about city:    the financial capital of india, mumbai generates opportunities in a wide array of professional categories. hence, it has a number of people moving into the city generating rental as well as residential demands. to cater to these demands, the developers invest in the market to come up with projects that suit the needs of every buyer impacting the market positively.  other factors such as infrastructural developments to enhance the ease of travelling and availability of good health and educational institutes, further impact the real estate of the market.  the city also has a rising commercial real estate catering to people looking for investments.",landson homes,18.876985,72.928025,landson homes
https://99acres.com/HTTPS://99ACRES.COM/H54630286,mumbai beyond thane,2200000.0,2099.0,residential land,semifurnished,north,under construction,99.0,99.0,low rise,atgaon,2,residential land / plot in atgaon,"my plot is in gated community, surrounded by beautiful nature. it is bang on highway and close of mcdonald at shahapur, vey close of jondhale polytechnique colle, shahapur and manas jain mandir. the project even has facility to stay for picnic with facilities as good accommodation, swimming pool, cricket turf, children play area etc etc.",royal villas,19.502842,73.34487,royal villas
https://99acres.com/HTTPS://99ACRES.COM/M70952474,mumbai beyond thane,2800000.0,4000.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,khardi,2,residential land / plot in khardi,this plot in khardi provides you great opportunity to build a fabulous residence in mumbai beyond thane. it's a 4000 sq.ft. super built up area property. this property allows you to construct upto 3 floors. the property is guarded and secluded by boundary wall around it. expected possession of property immediately. currently the nature of ownership of the property is freehold. the expected price for the property is just 28 lac and it is negotiable.,our town ,19.58979,73.383453,our town 
https://99acres.com/HTTPS://99ACRES.COM/K69638862,mumbai beyond thane,4400000.0,8651.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,murbad,2,residential land / plot in murbad,"scenic view of malshej ghat mountains, water and power connection for plot with club and swimming pool, internal tar road. fencing for plot. n.a.plot with clear title immediate possession. price negotiable",shantal eden hills,19.257937,73.390548,shantal eden hills
https://99acres.com/HTTPS://99ACRES.COM/Y67302376,mumbai beyond thane,2000000.0,194.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,shahapur,2,residential land / plot in shahapur,one of the nice place you would ever get for your 2nd home,,19.450164,73.32892,
https://99acres.com/HTTPS://99ACRES.COM/K64611704,mumbai beyond thane,25000000.0,2475.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,dombivli,0,residential land / plot in dombivli,"this is a east facing plot, near to dombivali railway station walking distance 5 minute, heart of city, use for personal bungalows have a land available for sale in dombivali, mumbai thane. available at price of rs 2.5 crores. it has plot area of 230 sq m. it is a freehold property",,19.208988,73.093117,
https://99acres.com/HTTPS://99ACRES.COM/H70117938,navi mumbai,8000000.0,22000.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,panvel,0,residential land / plot in panvel,"best for farm house, excellent views from all side , near to mumbai",maldunge,18.9894007,73.1175162,maldunge
https://99acres.com/HTTPS://99ACRES.COM/U69894068,mumbai beyond thane,1950000.0,4520.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,murbad,2,residential land / plot in murbad,"residential land available for sale in chinar classic, murbad, mumbai beyond thane, mumbai. a lucrative opportunity is here for those who are planning to buy a land in the prominent areas of mumbai. the plot is spread across an area of 4520 sq. ft. available for residential construction.  it is part of a gated community and is enclosed with a boundary wall on all sides.  facilities like water and electricity is available in the area. other amenities include maintenance staff and water storage. -major banks and atms located within a close radius -hospital and market within close proximity -easy access to public transport  it is a beautifully maintained plot with quiet and green surroundings in a much desired area. the land offers plenty of benefits that includes prime location, great amenities, healthy surroundings and high return.  wait no more and schedule a visit today. for further details, kindly contact the owner.",chinar classic,19.261833,73.388672,chinar classic
https://99acres.com/HTTPS://99ACRES.COM/G66737654,navi mumbai,400000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,dronagiri,2,residential land / plot in dronagiri,"non - agricultural property   ranjanpada railway station is nearby walking distance ,navi mumbai international airport is around 10 minutes distance ,shewri nhavasheva sealink is around 5 minutes distance.","ranjanpada, chirale",18.8563814,72.9357215,"ranjanpada, chirale"
https://99acres.com/HTTPS://99ACRES.COM/V57043382,mumbai beyond thane,4000000.0,5651.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,borsheti bk,2,residential land / plot in borsheti bk,"well protected nearby tourist areas, small rivulet downside, immense greenary good for bunglow like houses",rainbow park,19.434454,73.331433,rainbow park
https://99acres.com/HTTPS://99ACRES.COM/D70963086,navi mumbai,500000.0,1089.0,residential land,semifurnished,east,under construction,99.0,99.0,low rise,ulwe,2,residential land / plot in ulwe,"aerocity, a plot estate situated in ulwe, navi mumbai is a residential development of aerocity developer. it is spanned over a wide area. the project is built with all essential amenities and is close to all the necessities.    types of plots in aerocity  bungalow plots  residential plots  commercial plots  investment plots  na property  all with 100% clear title",aerocity,18.971144,73.042437,aerocity
