PROP_ID,CITY,PRICE,AREA,PROPERTY_TYPE,FURNISH,FACING,AGE,BEDROOM_NUM,BALCONY_NUM,FLOOR_NUM,LOCALITY_NAME,LUXURY_CATEGORY,PROP_HEADING,DESCRIPTION,PROP_NAME,LATITUDE,LONGITUDE,SOCIETY_NAME
https://99acres.com/HTTPS://99ACRES.COM/H68802070,mumbai andheri-dahisar,75000.0,1100.0,residential apartment,semifurnished,north,0-1 year old property,2.0,0.0,mid rise,dn nagar,2,2 bhk flat in dn nagar,"immediate possession new building untouch flat with occupation certificate received the list of amenities which will all be optional in next 6 months time are as follows  external amenities 20,000 sq ft of sky club recreations which includes   sky swimming pool  rooftop juice bar  sky gym  games arcade  cricket pitch  golf pitt   11,000 sq ft of sprawling ground level amenities like   multipurpose court  skating rink  cycling track  amphitheater  reflexology pathway  senior citizen gym  hopscotch and much more   *other exclusive features* * on call buttler * personalised fashion studio * on call chauffeur * vip guest lounge * organic mart   *internal amenities* * digital & phone synchronised app for door lock * lavish living rooms with imported marble flooring & french windows * optimally planned kitchens with cooking hob , modular & overhead storage shelves * bathroom fittings with world - class fittings and embelishments  *platinum life*",platinum life,19.1267832,72.8326595,platinum life
https://99acres.com/HTTPS://99ACRES.COM/N70995806,south mumbai,120000.0,900.0,residential apartment,furnished,east,1-5 year old property,3.0,0.0,low rise,matunga east,0,3 bhk flat in matunga east,"explore this amicable hubtown heaven of matunga east in south mumbai ! live in a 3 bhk flat for rent in matunga east. property has 900 sq.ft. carpet area with 2 bathrooms attached. the flat consists of 3 bedrooms, built on 900 sq.ft. & the option for 1 open parking is also available. the building has a total of 9 floors and this property is situated on 3rd floor. property is 1-5 years old. this is a furnished flat. already installed 3 light, 3 fan, 1 geyser and 1 exhaust fan. the flat will be available from thu, 24 aug 2023 for family on any agreement type for a duration of 36 months. the expected rent is  1.2 lac monthly and is negotiable. electricity & water charges are excluded. security deposit of  200000 is required. property has been built with latest feature like piped-gas, internet/wi-fi connectivity, feng shui / vaastu compliant, power back-up, reserved parking and intercom facility. water softening plant, security personnel, maintenance staff, park and lift(s) etc. makes this place stand-out from rest in terms of quality of living. other features include rain water harvesting and in a gated society. property has a marble flooring.",hubtown heaven,19.028699,72.854472,hubtown heaven
https://99acres.com/HTTPS://99ACRES.COM/P70216542,thane,13500.0,620.0,residential apartment,unfurnished,east,1-5 year old property,1.0,0.0,mid rise,kavesar,0,1 bhk flat in kavesar,"explore this amicable unique greens of kavesar in thane ! live in a 1 bhk flat for rent in kavesar. property has 430 sq.ft. carpet area with 1 bathroom attached. flat is constructed on 620 sq.ft. placed on 4th of 14 floor in 1-5 years old tower. it is an unfurnished property. the flat will be available from thu, 13 jul 2023 for family on any agreement type with a notice of 1 month for a duration of 22 months. the expected rent is 13,500 monthly. security deposit of 50000 is required.  additional details :  the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. partial power backup is available. the society has dedicated security guards for every tower.",unique greens,19.26367,72.972515,unique greens
https://99acres.com/HTTPS://99ACRES.COM/A70216166,thane,15500.0,440.0,residential apartment,semifurnished,north-west,1-5 year old property,1.0,2.0,mid rise,kasar vadavali,0,1 bhk flat in kasar vadavali,"a spacious 1 bhk flat for rent is available in kasar vadavali in metropolis rivera, thane. this flat consists of 2 bathrooms & 2 balconies in 440 sq.ft. carpet area. this flat is constructed on 440 sq.ft. area. this flat lies on the 7th floor of a 20 storey building. well maintained 0-1 year property. it is a semi-furnished property. inclusive of 1 modular kitchen. the flat will be available from thu, 13 jul 2023 for family on any agreement type with a notice of 1 month for a duration of 22 months. with all the highlighted features, we are asking for 15,500 monthly. refundable security deposit is 60000.  additional details :  the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. partial power backup is available. the society has dedicated security guards for every tower.",metropolis rivera,19.258602,72.965805,metropolis rivera
https://99acres.com/HTTPS://99ACRES.COM/L68734316,central mumbai suburbs,85000.0,1350.0,residential apartment,semifurnished,east,1-5 year old property,2.0,0.0,high rise,hiranandani gardens powai,1,2 bhk flat in hiranandani gardens powai,"this is a 2bhk semi furnished apartment in atlantis with all the electronics, whitegoods and furnitures except beds with mattresses, dining table, sofa set, center table and television....this apartment is available on immediate basis at the monthly rental fees of rs 85,000/- per/month.",hiranandani atlantis,19.118634,72.908448,hiranandani atlantis
https://99acres.com/HTTPS://99ACRES.COM/Q70047414,mumbai andheri-dahisar,29000.0,410.0,residential apartment,semifurnished,east,1-5 year old property,1.0,0.0,mid rise,unnat nagar no. 4,0,1 bhk flat in unnat nagar no. 4,"find this 1 bhk apartment for rent in unnat nagar no. 4, mumbai andheri-dahisar. this 1 bhk apartment in gajanan heights is situated in mumbai andheri-dahisar. this property is close to metro station, close to school, close to hospital and close to market. this flat consists of 1 bathroom in 410 sq.ft. carpet area. the flat consists of 1 bedroom, built on 410 sq.ft. & the option for 1 open parking is also available. the building has a total of 14 floors and this property is situated on 8th floor. property is 1-5 years old. semi-furnished flat with 7 light, 3 fan, 1 modular kitchen and 1 exhaust fan. property is ready to be leased on any agreement type from tue, 04 jul 2023 for family only with a notice of 1 month. with all the highlighted features, we are asking for 29,000 monthly and is negotiable. refundable security deposit is 100000. the property comes with water storage, security / fire alarm, natural light and airy rooms all inclusive in one. gajanan heights is designed very well to provide modern facilities such as lift(s) and security personnel. you would also like to know that the property also features corner property and in a gated society. the flat faces east. vitrified is used in the floor throughout the residence.",gajanan heights,19.1633530976459,72.8384532582941,gajanan heights
https://99acres.com/HTTPS://99ACRES.COM/E70215952,thane,13000.0,450.0,residential apartment,unfurnished,south,1-5 year old property,1.0,0.0,mid rise,thane west,2,1 bhk flat in thane west,"this 1 bhk flat in thane west is available in rutu city richmond for rent, one of the most prominent projects for residential flats in thane. this 1 bhk flat comes with 1 bathroom set in 450 sq.ft. carpet usable area. flat is constructed on 450 sq.ft. placed on 5th of 7 floor in 0-1 year old tower. this is an unfurnished flat. property will be leased for 22 months from thu, 13 jul 2023 to families, single men and single women only with a notice of 1 month for a duration of 22 months. with all the highlighted features, we are asking for 13,000 monthly and is negotiable. refundable security deposit is 50000.  additional details :  the apartment has borings water supply. daily needs shopping could be done within the society premises to make the stay convinent. partial power backup is available. the society has dedicated security guards for every tower.",rutu city richmond,19.258543,72.96243,rutu city richmond
https://99acres.com/HTTPS://99ACRES.COM/Z68747926,central mumbai suburbs,375000.0,3600.0,residential apartment,semifurnished,east,5-10 year old property,4.0,2.0,high rise,hiranandani gardens powai,2,4 bhk flat in hiranandani gardens powai,"this is a 4bhk semi- furnished apartment in richmond tower of hiranandani gardens, powai, mumbai -400076 with newley made up modular kitchen with wardrobes in all the four bedrooms along with air-conditioners in living rooms and all bedroom. richmond is a newley constructed tower in hiranandani gardens, powai, mumbai-400076 with all the modern accessibilities and amenities'.",hiranandani gardens richmond tower,19.11408,72.906333,hiranandani gardens richmond tower
https://99acres.com/HTTPS://99ACRES.COM/Z70689718,central mumbai suburbs,68000.0,640.0,residential apartment,semifurnished,east,1-5 year old property,2.0,0.0,high rise,powai,2,2 bhk flat in powai,"find this 2 bhk apartment for rent in powai, central mumbai suburbs. this 2 bhk apartment in l and t emerald isle is situated in central mumbai suburbs. this flat consists of 2 bathrooms build in 640 sq.ft. carpet area. the flat consists of 2 bedrooms, built on 640 sq.ft. a separate space for others is available in this flat. society provides 1 covered parking with this flat. the building has a total of 24 floors and this property is situated on 13th floor. property is 1-5 years old. this is a semi-furnished flat. already installed 3 ac, 1 chimney, 1 exhaust fan, 5 fan, 2 geyser, 11 light, 1 modular kitchen, 1 wardrobe and 1 water purifier. property will be leased for 22 months from fri, 01 sep 2023 to families, single men and single women only with a notice of 1 month for a duration of 22 months. with all the highlighted features, we are asking for  68,000 monthly and is negotiable. refundable security deposit is  200000.",l and t emerald isle,19.1224103,72.8948955,l and t emerald isle
https://99acres.com/HTTPS://99ACRES.COM/S70420088,mumbai south west,400000.0,1923.0,residential apartment,furnished,east,under construction,4.0,1.0,mid rise,bandra east,1,4 bhk flat in bandra east,"explore this amicable rustomjee seasons of bandra east in mumbai south west ! live in a 4 bhk flat for rent in bandra east. this flat consists of 4 bathrooms & 1 balcony in 1923 sq.ft. carpet area. the flat is built on 1923 sq.ft. area. this property has servant room as well. ease of access to 2 covered parking within society. this flat is situated at 6th in a tower with 23 floors. this is a furnished flat. furnishing options provided - 4 light, 4 fan, 6 ac, 3 bed, 4 wardrobe, 2 geyser, 1 fridge, 1 water purifier, 1 microwave, 1 modular kitchen, 1 chimney, 1 dining table, 1 curtains and 1 exhaust fan. property will be leased for 36 months by 2025 to family only with a notice of 1 month for a duration of 36 months. we are offering this property on  4 lac monthly and is negotiable. electricity & water charges are not included in rent & to be paid separately.  1600000 is required to be paid as the initial payment. you will also get all modern property feature like piped-gas, internet/wi-fi connectivity, feng shui / vaastu compliant, power back-up, reserved parking, intercom facility, high ceiling height and false ceiling lighting. this place is equipped with quality features like swimming pool, water softening plant, security personnel, maintenance staff, club house / community center, fitness centre / gym, park and lift(s). additional things included here are rain water harvesting, waste disposal, corner property, pet friendly, wheelchair friendly and in a gated society. the flat is east facing.",rustomjee seasons,19.057433,72.850778,rustomjee seasons
